"","provincia","titulares","periodo"
"1","Buenos Aires",237,2020-03-01
"2","Buenos Aires",149,2020-03-01
"3","Buenos Aires",276,2020-03-01
"4","Buenos Aires",222,2020-03-01
"5","Buenos Aires",113,2020-03-01
"6","Buenos Aires",14046,2020-03-01
"7","Buenos Aires",123,2020-03-01
"8","Buenos Aires",9614,2020-03-01
"9","Buenos Aires",183,2020-03-01
"10","Buenos Aires",337,2020-03-01
"11","Buenos Aires",1075,2020-03-01
"12","Buenos Aires",173,2020-03-01
"13","Buenos Aires",465,2020-03-01
"14","Buenos Aires",74,2020-03-01
"15","Buenos Aires",10976,2020-03-01
"16","Buenos Aires",3336,2020-03-01
"17","Buenos Aires",96,2020-03-01
"18","Buenos Aires",241,2020-03-01
"19","Buenos Aires",471,2020-03-01
"20","Buenos Aires",826,2020-03-01
"21","Buenos Aires",15,2020-03-01
"22","Buenos Aires",271,2020-03-01
"23","Buenos Aires",40,2020-03-01
"24","Buenos Aires",55,2020-03-01
"25","Buenos Aires",62,2020-03-01
"26","Buenos Aires",2206,2020-03-01
"27","Buenos Aires",257,2020-03-01
"28","Buenos Aires",522,2020-03-01
"29","Buenos Aires",857,2020-03-01
"30","Buenos Aires",238,2020-03-01
"31","Buenos Aires",188,2020-03-01
"32","Buenos Aires",64,2020-03-01
"33","Buenos Aires",16,2020-03-01
"34","Buenos Aires",112,2020-03-01
"35","Buenos Aires",49,2020-03-01
"36","Buenos Aires",58,2020-03-01
"37","Buenos Aires",2892,2020-03-01
"38","Buenos Aires",3685,2020-03-01
"39","Buenos Aires",8856,2020-03-01
"40","Buenos Aires",95,2020-03-01
"41","Buenos Aires",5126,2020-03-01
"42","Buenos Aires",21802,2020-03-01
"43","Buenos Aires",98,2020-03-01
"44","Buenos Aires",751,2020-03-01
"45","Buenos Aires",22,2020-03-01
"46","Buenos Aires",102,2020-03-01
"47","Buenos Aires",90,2020-03-01
"48","Buenos Aires",9,2020-03-01
"49","Buenos Aires",78,2020-03-01
"50","Buenos Aires",79,2020-03-01
"51","Buenos Aires",456,2020-03-01
"52","Buenos Aires",20,2020-03-01
"53","Buenos Aires",345,2020-03-01
"54","Buenos Aires",70,2020-03-01
"55","Buenos Aires",10747,2020-03-01
"56","Buenos Aires",2584,2020-03-01
"57","Buenos Aires",9510,2020-03-01
"58","Buenos Aires",161,2020-03-01
"59","Buenos Aires",29,2020-03-01
"60","Buenos Aires",62,2020-03-01
"61","Buenos Aires",25,2020-03-01
"62","Buenos Aires",3070,2020-03-01
"63","Buenos Aires",2141,2020-03-01
"64","Buenos Aires",11725,2020-03-01
"65","Buenos Aires",551,2020-03-01
"66","Buenos Aires",715,2020-03-01
"67","Buenos Aires",38174,2020-03-01
"68","Buenos Aires",21255,2020-03-01
"69","Buenos Aires",9213,2020-03-01
"70","Buenos Aires",24,2020-03-01
"71","Buenos Aires",58,2020-03-01
"72","Buenos Aires",147,2020-03-01
"73","Buenos Aires",155,2020-03-01
"74","Buenos Aires",117,2020-03-01
"75","Buenos Aires",490,2020-03-01
"76","Buenos Aires",16761,2020-03-01
"77","Buenos Aires",1437,2020-03-01
"78","Buenos Aires",65,2020-03-01
"79","Buenos Aires",30,2020-03-01
"80","Buenos Aires",5595,2020-03-01
"81","Buenos Aires",183,2020-03-01
"82","Buenos Aires",1759,2020-03-01
"83","Buenos Aires",758,2020-03-01
"84","Buenos Aires",6541,2020-03-01
"85","Buenos Aires",76,2020-03-01
"86","Buenos Aires",29,2020-03-01
"87","Buenos Aires",11093,2020-03-01
"88","Buenos Aires",3133,2020-03-01
"89","Buenos Aires",504,2020-03-01
"90","Buenos Aires",849,2020-03-01
"91","Buenos Aires",283,2020-03-01
"92","Buenos Aires",505,2020-03-01
"93","Buenos Aires",116,2020-03-01
"94","Buenos Aires",27,2020-03-01
"95","Buenos Aires",688,2020-03-01
"96","Buenos Aires",62,2020-03-01
"97","Buenos Aires",4568,2020-03-01
"98","Buenos Aires",156,2020-03-01
"99","Buenos Aires",5675,2020-03-01
"100","Buenos Aires",118,2020-03-01
"101","Buenos Aires",25,2020-03-01
"102","Buenos Aires",16471,2020-03-01
"103","Buenos Aires",214,2020-03-01
"104","Buenos Aires",86,2020-03-01
"105","Buenos Aires",297,2020-03-01
"106","Buenos Aires",99,2020-03-01
"107","Buenos Aires",116,2020-03-01
"108","Buenos Aires",163,2020-03-01
"109","Buenos Aires",35,2020-03-01
"110","Buenos Aires",23,2020-03-01
"111","Buenos Aires",144,2020-03-01
"112","Buenos Aires",255,2020-03-01
"113","Buenos Aires",64,2020-03-01
"114","Buenos Aires",31,2020-03-01
"115","Buenos Aires",2441,2020-03-01
"116","Buenos Aires",1519,2020-03-01
"117","Buenos Aires",6263,2020-03-01
"118","Buenos Aires",1510,2020-03-01
"119","Buenos Aires",665,2020-03-01
"120","Buenos Aires",3310,2020-03-01
"121","Buenos Aires",141,2020-03-01
"122","Buenos Aires",1322,2020-03-01
"123","Buenos Aires",5,2020-03-01
"124","Buenos Aires",5089,2020-03-01
"125","Buenos Aires",21,2020-03-01
"126","Buenos Aires",9,2020-03-01
"127","Buenos Aires",66,2020-03-01
"128","Buenos Aires",135,2020-03-01
"129","Buenos Aires",16,2020-03-01
"130","Buenos Aires",3747,2020-03-01
"131","Buenos Aires",766,2020-03-01
"132","Buenos Aires",156,2020-03-01
"133","Buenos Aires",1599,2020-03-01
"134","Buenos Aires",1334,2020-03-01
"135","Buenos Aires",237,2020-04-01
"136","Buenos Aires",149,2020-04-01
"137","Buenos Aires",282,2020-04-01
"138","Buenos Aires",221,2020-04-01
"139","Buenos Aires",112,2020-04-01
"140","Buenos Aires",14045,2020-04-01
"141","Buenos Aires",130,2020-04-01
"142","Buenos Aires",9615,2020-04-01
"143","Buenos Aires",184,2020-04-01
"144","Buenos Aires",338,2020-04-01
"145","Buenos Aires",1080,2020-04-01
"146","Buenos Aires",174,2020-04-01
"147","Buenos Aires",465,2020-04-01
"148","Buenos Aires",73,2020-04-01
"149","Buenos Aires",10974,2020-04-01
"150","Buenos Aires",3337,2020-04-01
"151","Buenos Aires",96,2020-04-01
"152","Buenos Aires",241,2020-04-01
"153","Buenos Aires",471,2020-04-01
"154","Buenos Aires",830,2020-04-01
"155","Buenos Aires",15,2020-04-01
"156","Buenos Aires",273,2020-04-01
"157","Buenos Aires",40,2020-04-01
"158","Buenos Aires",56,2020-04-01
"159","Buenos Aires",62,2020-04-01
"160","Buenos Aires",2209,2020-04-01
"161","Buenos Aires",257,2020-04-01
"162","Buenos Aires",527,2020-04-01
"163","Buenos Aires",857,2020-04-01
"164","Buenos Aires",240,2020-04-01
"165","Buenos Aires",192,2020-04-01
"166","Buenos Aires",65,2020-04-01
"167","Buenos Aires",15,2020-04-01
"168","Buenos Aires",113,2020-04-01
"169","Buenos Aires",51,2020-04-01
"170","Buenos Aires",58,2020-04-01
"171","Buenos Aires",2890,2020-04-01
"172","Buenos Aires",3692,2020-04-01
"173","Buenos Aires",8848,2020-04-01
"174","Buenos Aires",95,2020-04-01
"175","Buenos Aires",5116,2020-04-01
"176","Buenos Aires",21792,2020-04-01
"177","Buenos Aires",98,2020-04-01
"178","Buenos Aires",749,2020-04-01
"179","Buenos Aires",24,2020-04-01
"180","Buenos Aires",102,2020-04-01
"181","Buenos Aires",91,2020-04-01
"182","Buenos Aires",9,2020-04-01
"183","Buenos Aires",77,2020-04-01
"184","Buenos Aires",75,2020-04-01
"185","Buenos Aires",456,2020-04-01
"186","Buenos Aires",20,2020-04-01
"187","Buenos Aires",345,2020-04-01
"188","Buenos Aires",70,2020-04-01
"189","Buenos Aires",10753,2020-04-01
"190","Buenos Aires",2588,2020-04-01
"191","Buenos Aires",9511,2020-04-01
"192","Buenos Aires",161,2020-04-01
"193","Buenos Aires",29,2020-04-01
"194","Buenos Aires",62,2020-04-01
"195","Buenos Aires",26,2020-04-01
"196","Buenos Aires",3085,2020-04-01
"197","Buenos Aires",2156,2020-04-01
"198","Buenos Aires",11719,2020-04-01
"199","Buenos Aires",548,2020-04-01
"200","Buenos Aires",713,2020-04-01
"201","Buenos Aires",38192,2020-04-01
"202","Buenos Aires",21267,2020-04-01
"203","Buenos Aires",9218,2020-04-01
"204","Buenos Aires",23,2020-04-01
"205","Buenos Aires",58,2020-04-01
"206","Buenos Aires",148,2020-04-01
"207","Buenos Aires",154,2020-04-01
"208","Buenos Aires",118,2020-04-01
"209","Buenos Aires",493,2020-04-01
"210","Buenos Aires",16759,2020-04-01
"211","Buenos Aires",1431,2020-04-01
"212","Buenos Aires",65,2020-04-01
"213","Buenos Aires",28,2020-04-01
"214","Buenos Aires",5628,2020-04-01
"215","Buenos Aires",182,2020-04-01
"216","Buenos Aires",1781,2020-04-01
"217","Buenos Aires",758,2020-04-01
"218","Buenos Aires",6557,2020-04-01
"219","Buenos Aires",76,2020-04-01
"220","Buenos Aires",30,2020-04-01
"221","Buenos Aires",11090,2020-04-01
"222","Buenos Aires",3153,2020-04-01
"223","Buenos Aires",505,2020-04-01
"224","Buenos Aires",853,2020-04-01
"225","Buenos Aires",280,2020-04-01
"226","Buenos Aires",505,2020-04-01
"227","Buenos Aires",113,2020-04-01
"228","Buenos Aires",27,2020-04-01
"229","Buenos Aires",689,2020-04-01
"230","Buenos Aires",63,2020-04-01
"231","Buenos Aires",4581,2020-04-01
"232","Buenos Aires",154,2020-04-01
"233","Buenos Aires",5668,2020-04-01
"234","Buenos Aires",118,2020-04-01
"235","Buenos Aires",24,2020-04-01
"236","Buenos Aires",16456,2020-04-01
"237","Buenos Aires",214,2020-04-01
"238","Buenos Aires",85,2020-04-01
"239","Buenos Aires",297,2020-04-01
"240","Buenos Aires",102,2020-04-01
"241","Buenos Aires",117,2020-04-01
"242","Buenos Aires",165,2020-04-01
"243","Buenos Aires",35,2020-04-01
"244","Buenos Aires",23,2020-04-01
"245","Buenos Aires",144,2020-04-01
"246","Buenos Aires",255,2020-04-01
"247","Buenos Aires",64,2020-04-01
"248","Buenos Aires",31,2020-04-01
"249","Buenos Aires",2444,2020-04-01
"250","Buenos Aires",1525,2020-04-01
"251","Buenos Aires",6278,2020-04-01
"252","Buenos Aires",1511,2020-04-01
"253","Buenos Aires",666,2020-04-01
"254","Buenos Aires",3308,2020-04-01
"255","Buenos Aires",140,2020-04-01
"256","Buenos Aires",1316,2020-04-01
"257","Buenos Aires",5,2020-04-01
"258","Buenos Aires",5112,2020-04-01
"259","Buenos Aires",21,2020-04-01
"260","Buenos Aires",9,2020-04-01
"261","Buenos Aires",66,2020-04-01
"262","Buenos Aires",138,2020-04-01
"263","Buenos Aires",16,2020-04-01
"264","Buenos Aires",3748,2020-04-01
"265","Buenos Aires",766,2020-04-01
"266","Buenos Aires",153,2020-04-01
"267","Buenos Aires",1602,2020-04-01
"268","Buenos Aires",1333,2020-04-01
"269","Buenos Aires",239,2020-05-01
"270","Buenos Aires",149,2020-05-01
"271","Buenos Aires",282,2020-05-01
"272","Buenos Aires",221,2020-05-01
"273","Buenos Aires",112,2020-05-01
"274","Buenos Aires",14111,2020-05-01
"275","Buenos Aires",131,2020-05-01
"276","Buenos Aires",9685,2020-05-01
"277","Buenos Aires",184,2020-05-01
"278","Buenos Aires",338,2020-05-01
"279","Buenos Aires",1081,2020-05-01
"280","Buenos Aires",175,2020-05-01
"281","Buenos Aires",466,2020-05-01
"282","Buenos Aires",73,2020-05-01
"283","Buenos Aires",11055,2020-05-01
"284","Buenos Aires",3368,2020-05-01
"285","Buenos Aires",95,2020-05-01
"286","Buenos Aires",279,2020-05-01
"287","Buenos Aires",471,2020-05-01
"288","Buenos Aires",831,2020-05-01
"289","Buenos Aires",15,2020-05-01
"290","Buenos Aires",273,2020-05-01
"291","Buenos Aires",40,2020-05-01
"292","Buenos Aires",56,2020-05-01
"293","Buenos Aires",62,2020-05-01
"294","Buenos Aires",2316,2020-05-01
"295","Buenos Aires",257,2020-05-01
"296","Buenos Aires",526,2020-05-01
"297","Buenos Aires",856,2020-05-01
"298","Buenos Aires",240,2020-05-01
"299","Buenos Aires",192,2020-05-01
"300","Buenos Aires",65,2020-05-01
"301","Buenos Aires",15,2020-05-01
"302","Buenos Aires",113,2020-05-01
"303","Buenos Aires",51,2020-05-01
"304","Buenos Aires",58,2020-05-01
"305","Buenos Aires",2893,2020-05-01
"306","Buenos Aires",3692,2020-05-01
"307","Buenos Aires",8864,2020-05-01
"308","Buenos Aires",97,2020-05-01
"309","Buenos Aires",5123,2020-05-01
"310","Buenos Aires",21862,2020-05-01
"311","Buenos Aires",99,2020-05-01
"312","Buenos Aires",747,2020-05-01
"313","Buenos Aires",24,2020-05-01
"314","Buenos Aires",102,2020-05-01
"315","Buenos Aires",91,2020-05-01
"316","Buenos Aires",9,2020-05-01
"317","Buenos Aires",77,2020-05-01
"318","Buenos Aires",75,2020-05-01
"319","Buenos Aires",457,2020-05-01
"320","Buenos Aires",19,2020-05-01
"321","Buenos Aires",345,2020-05-01
"322","Buenos Aires",70,2020-05-01
"323","Buenos Aires",10762,2020-05-01
"324","Buenos Aires",2586,2020-05-01
"325","Buenos Aires",9544,2020-05-01
"326","Buenos Aires",161,2020-05-01
"327","Buenos Aires",29,2020-05-01
"328","Buenos Aires",62,2020-05-01
"329","Buenos Aires",26,2020-05-01
"330","Buenos Aires",3110,2020-05-01
"331","Buenos Aires",2166,2020-05-01
"332","Buenos Aires",11730,2020-05-01
"333","Buenos Aires",549,2020-05-01
"334","Buenos Aires",715,2020-05-01
"335","Buenos Aires",38367,2020-05-01
"336","Buenos Aires",21282,2020-05-01
"337","Buenos Aires",9247,2020-05-01
"338","Buenos Aires",23,2020-05-01
"339","Buenos Aires",58,2020-05-01
"340","Buenos Aires",148,2020-05-01
"341","Buenos Aires",154,2020-05-01
"342","Buenos Aires",118,2020-05-01
"343","Buenos Aires",495,2020-05-01
"344","Buenos Aires",16804,2020-05-01
"345","Buenos Aires",1436,2020-05-01
"346","Buenos Aires",65,2020-05-01
"347","Buenos Aires",28,2020-05-01
"348","Buenos Aires",5659,2020-05-01
"349","Buenos Aires",182,2020-05-01
"350","Buenos Aires",1783,2020-05-01
"351","Buenos Aires",757,2020-05-01
"352","Buenos Aires",6589,2020-05-01
"353","Buenos Aires",76,2020-05-01
"354","Buenos Aires",30,2020-05-01
"355","Buenos Aires",11112,2020-05-01
"356","Buenos Aires",3165,2020-05-01
"357","Buenos Aires",506,2020-05-01
"358","Buenos Aires",853,2020-05-01
"359","Buenos Aires",279,2020-05-01
"360","Buenos Aires",505,2020-05-01
"361","Buenos Aires",113,2020-05-01
"362","Buenos Aires",27,2020-05-01
"363","Buenos Aires",689,2020-05-01
"364","Buenos Aires",63,2020-05-01
"365","Buenos Aires",4583,2020-05-01
"366","Buenos Aires",154,2020-05-01
"367","Buenos Aires",5668,2020-05-01
"368","Buenos Aires",118,2020-05-01
"369","Buenos Aires",24,2020-05-01
"370","Buenos Aires",16618,2020-05-01
"371","Buenos Aires",214,2020-05-01
"372","Buenos Aires",86,2020-05-01
"373","Buenos Aires",297,2020-05-01
"374","Buenos Aires",102,2020-05-01
"375","Buenos Aires",117,2020-05-01
"376","Buenos Aires",167,2020-05-01
"377","Buenos Aires",35,2020-05-01
"378","Buenos Aires",23,2020-05-01
"379","Buenos Aires",144,2020-05-01
"380","Buenos Aires",254,2020-05-01
"381","Buenos Aires",64,2020-05-01
"382","Buenos Aires",31,2020-05-01
"383","Buenos Aires",2446,2020-05-01
"384","Buenos Aires",1534,2020-05-01
"385","Buenos Aires",6281,2020-05-01
"386","Buenos Aires",1514,2020-05-01
"387","Buenos Aires",672,2020-05-01
"388","Buenos Aires",3314,2020-05-01
"389","Buenos Aires",140,2020-05-01
"390","Buenos Aires",1327,2020-05-01
"391","Buenos Aires",5,2020-05-01
"392","Buenos Aires",5124,2020-05-01
"393","Buenos Aires",21,2020-05-01
"394","Buenos Aires",9,2020-05-01
"395","Buenos Aires",66,2020-05-01
"396","Buenos Aires",138,2020-05-01
"397","Buenos Aires",16,2020-05-01
"398","Buenos Aires",3751,2020-05-01
"399","Buenos Aires",770,2020-05-01
"400","Buenos Aires",153,2020-05-01
"401","Buenos Aires",1602,2020-05-01
"402","Buenos Aires",1334,2020-05-01
"403","Buenos Aires",238,2020-06-01
"404","Buenos Aires",150,2020-06-01
"405","Buenos Aires",281,2020-06-01
"406","Buenos Aires",220,2020-06-01
"407","Buenos Aires",113,2020-06-01
"408","Buenos Aires",14087,2020-06-01
"409","Buenos Aires",131,2020-06-01
"410","Buenos Aires",9669,2020-06-01
"411","Buenos Aires",182,2020-06-01
"412","Buenos Aires",334,2020-06-01
"413","Buenos Aires",1078,2020-06-01
"414","Buenos Aires",175,2020-06-01
"415","Buenos Aires",466,2020-06-01
"416","Buenos Aires",72,2020-06-01
"417","Buenos Aires",11100,2020-06-01
"418","Buenos Aires",3365,2020-06-01
"419","Buenos Aires",97,2020-06-01
"420","Buenos Aires",280,2020-06-01
"421","Buenos Aires",476,2020-06-01
"422","Buenos Aires",833,2020-06-01
"423","Buenos Aires",15,2020-06-01
"424","Buenos Aires",270,2020-06-01
"425","Buenos Aires",40,2020-06-01
"426","Buenos Aires",56,2020-06-01
"427","Buenos Aires",62,2020-06-01
"428","Buenos Aires",2324,2020-06-01
"429","Buenos Aires",257,2020-06-01
"430","Buenos Aires",518,2020-06-01
"431","Buenos Aires",858,2020-06-01
"432","Buenos Aires",240,2020-06-01
"433","Buenos Aires",193,2020-06-01
"434","Buenos Aires",65,2020-06-01
"435","Buenos Aires",15,2020-06-01
"436","Buenos Aires",111,2020-06-01
"437","Buenos Aires",51,2020-06-01
"438","Buenos Aires",58,2020-06-01
"439","Buenos Aires",2888,2020-06-01
"440","Buenos Aires",3694,2020-06-01
"441","Buenos Aires",8860,2020-06-01
"442","Buenos Aires",99,2020-06-01
"443","Buenos Aires",5102,2020-06-01
"444","Buenos Aires",21848,2020-06-01
"445","Buenos Aires",99,2020-06-01
"446","Buenos Aires",743,2020-06-01
"447","Buenos Aires",25,2020-06-01
"448","Buenos Aires",102,2020-06-01
"449","Buenos Aires",91,2020-06-01
"450","Buenos Aires",9,2020-06-01
"451","Buenos Aires",77,2020-06-01
"452","Buenos Aires",75,2020-06-01
"453","Buenos Aires",455,2020-06-01
"454","Buenos Aires",19,2020-06-01
"455","Buenos Aires",344,2020-06-01
"456","Buenos Aires",70,2020-06-01
"457","Buenos Aires",10747,2020-06-01
"458","Buenos Aires",2585,2020-06-01
"459","Buenos Aires",9593,2020-06-01
"460","Buenos Aires",161,2020-06-01
"461","Buenos Aires",29,2020-06-01
"462","Buenos Aires",62,2020-06-01
"463","Buenos Aires",34,2020-06-01
"464","Buenos Aires",3110,2020-06-01
"465","Buenos Aires",2168,2020-06-01
"466","Buenos Aires",11727,2020-06-01
"467","Buenos Aires",548,2020-06-01
"468","Buenos Aires",712,2020-06-01
"469","Buenos Aires",38440,2020-06-01
"470","Buenos Aires",21281,2020-06-01
"471","Buenos Aires",9258,2020-06-01
"472","Buenos Aires",24,2020-06-01
"473","Buenos Aires",54,2020-06-01
"474","Buenos Aires",148,2020-06-01
"475","Buenos Aires",155,2020-06-01
"476","Buenos Aires",118,2020-06-01
"477","Buenos Aires",495,2020-06-01
"478","Buenos Aires",16806,2020-06-01
"479","Buenos Aires",1456,2020-06-01
"480","Buenos Aires",64,2020-06-01
"481","Buenos Aires",28,2020-06-01
"482","Buenos Aires",5651,2020-06-01
"483","Buenos Aires",185,2020-06-01
"484","Buenos Aires",1873,2020-06-01
"485","Buenos Aires",757,2020-06-01
"486","Buenos Aires",6599,2020-06-01
"487","Buenos Aires",76,2020-06-01
"488","Buenos Aires",30,2020-06-01
"489","Buenos Aires",11114,2020-06-01
"490","Buenos Aires",3139,2020-06-01
"491","Buenos Aires",506,2020-06-01
"492","Buenos Aires",855,2020-06-01
"493","Buenos Aires",279,2020-06-01
"494","Buenos Aires",505,2020-06-01
"495","Buenos Aires",111,2020-06-01
"496","Buenos Aires",27,2020-06-01
"497","Buenos Aires",689,2020-06-01
"498","Buenos Aires",63,2020-06-01
"499","Buenos Aires",4640,2020-06-01
"500","Buenos Aires",154,2020-06-01
"501","Buenos Aires",5665,2020-06-01
"502","Buenos Aires",117,2020-06-01
"503","Buenos Aires",24,2020-06-01
"504","Buenos Aires",16636,2020-06-01
"505","Buenos Aires",214,2020-06-01
"506","Buenos Aires",87,2020-06-01
"507","Buenos Aires",295,2020-06-01
"508","Buenos Aires",99,2020-06-01
"509","Buenos Aires",117,2020-06-01
"510","Buenos Aires",167,2020-06-01
"511","Buenos Aires",35,2020-06-01
"512","Buenos Aires",23,2020-06-01
"513","Buenos Aires",144,2020-06-01
"514","Buenos Aires",253,2020-06-01
"515","Buenos Aires",65,2020-06-01
"516","Buenos Aires",31,2020-06-01
"517","Buenos Aires",2446,2020-06-01
"518","Buenos Aires",1532,2020-06-01
"519","Buenos Aires",6292,2020-06-01
"520","Buenos Aires",1512,2020-06-01
"521","Buenos Aires",671,2020-06-01
"522","Buenos Aires",3310,2020-06-01
"523","Buenos Aires",140,2020-06-01
"524","Buenos Aires",1330,2020-06-01
"525","Buenos Aires",5,2020-06-01
"526","Buenos Aires",5173,2020-06-01
"527","Buenos Aires",21,2020-06-01
"528","Buenos Aires",9,2020-06-01
"529","Buenos Aires",66,2020-06-01
"530","Buenos Aires",137,2020-06-01
"531","Buenos Aires",16,2020-06-01
"532","Buenos Aires",3761,2020-06-01
"533","Buenos Aires",772,2020-06-01
"534","Buenos Aires",154,2020-06-01
"535","Buenos Aires",1598,2020-06-01
"536","Buenos Aires",1333,2020-06-01
"537","Buenos Aires",236,2020-07-01
"538","Buenos Aires",149,2020-07-01
"539","Buenos Aires",278,2020-07-01
"540","Buenos Aires",219,2020-07-01
"541","Buenos Aires",113,2020-07-01
"542","Buenos Aires",13922,2020-07-01
"543","Buenos Aires",131,2020-07-01
"544","Buenos Aires",9513,2020-07-01
"545","Buenos Aires",176,2020-07-01
"546","Buenos Aires",330,2020-07-01
"547","Buenos Aires",1065,2020-07-01
"548","Buenos Aires",172,2020-07-01
"549","Buenos Aires",454,2020-07-01
"550","Buenos Aires",72,2020-07-01
"551","Buenos Aires",10931,2020-07-01
"552","Buenos Aires",3297,2020-07-01
"553","Buenos Aires",102,2020-07-01
"554","Buenos Aires",275,2020-07-01
"555","Buenos Aires",473,2020-07-01
"556","Buenos Aires",823,2020-07-01
"557","Buenos Aires",13,2020-07-01
"558","Buenos Aires",260,2020-07-01
"559","Buenos Aires",40,2020-07-01
"560","Buenos Aires",56,2020-07-01
"561","Buenos Aires",63,2020-07-01
"562","Buenos Aires",2298,2020-07-01
"563","Buenos Aires",252,2020-07-01
"564","Buenos Aires",503,2020-07-01
"565","Buenos Aires",852,2020-07-01
"566","Buenos Aires",238,2020-07-01
"567","Buenos Aires",193,2020-07-01
"568","Buenos Aires",64,2020-07-01
"569","Buenos Aires",14,2020-07-01
"570","Buenos Aires",109,2020-07-01
"571","Buenos Aires",50,2020-07-01
"572","Buenos Aires",57,2020-07-01
"573","Buenos Aires",2838,2020-07-01
"574","Buenos Aires",3645,2020-07-01
"575","Buenos Aires",8781,2020-07-01
"576","Buenos Aires",93,2020-07-01
"577","Buenos Aires",5070,2020-07-01
"578","Buenos Aires",21565,2020-07-01
"579","Buenos Aires",98,2020-07-01
"580","Buenos Aires",716,2020-07-01
"581","Buenos Aires",23,2020-07-01
"582","Buenos Aires",101,2020-07-01
"583","Buenos Aires",92,2020-07-01
"584","Buenos Aires",9,2020-07-01
"585","Buenos Aires",78,2020-07-01
"586","Buenos Aires",75,2020-07-01
"587","Buenos Aires",455,2020-07-01
"588","Buenos Aires",19,2020-07-01
"589","Buenos Aires",343,2020-07-01
"590","Buenos Aires",70,2020-07-01
"591","Buenos Aires",10581,2020-07-01
"592","Buenos Aires",2539,2020-07-01
"593","Buenos Aires",9513,2020-07-01
"594","Buenos Aires",163,2020-07-01
"595","Buenos Aires",29,2020-07-01
"596","Buenos Aires",56,2020-07-01
"597","Buenos Aires",34,2020-07-01
"598","Buenos Aires",3085,2020-07-01
"599","Buenos Aires",2139,2020-07-01
"600","Buenos Aires",11590,2020-07-01
"601","Buenos Aires",542,2020-07-01
"602","Buenos Aires",699,2020-07-01
"603","Buenos Aires",38399,2020-07-01
"604","Buenos Aires",20929,2020-07-01
"605","Buenos Aires",9087,2020-07-01
"606","Buenos Aires",24,2020-07-01
"607","Buenos Aires",54,2020-07-01
"608","Buenos Aires",145,2020-07-01
"609","Buenos Aires",152,2020-07-01
"610","Buenos Aires",118,2020-07-01
"611","Buenos Aires",496,2020-07-01
"612","Buenos Aires",16521,2020-07-01
"613","Buenos Aires",1451,2020-07-01
"614","Buenos Aires",63,2020-07-01
"615","Buenos Aires",28,2020-07-01
"616","Buenos Aires",5581,2020-07-01
"617","Buenos Aires",179,2020-07-01
"618","Buenos Aires",1844,2020-07-01
"619","Buenos Aires",777,2020-07-01
"620","Buenos Aires",6504,2020-07-01
"621","Buenos Aires",71,2020-07-01
"622","Buenos Aires",29,2020-07-01
"623","Buenos Aires",10956,2020-07-01
"624","Buenos Aires",3035,2020-07-01
"625","Buenos Aires",498,2020-07-01
"626","Buenos Aires",843,2020-07-01
"627","Buenos Aires",286,2020-07-01
"628","Buenos Aires",499,2020-07-01
"629","Buenos Aires",103,2020-07-01
"630","Buenos Aires",26,2020-07-01
"631","Buenos Aires",676,2020-07-01
"632","Buenos Aires",64,2020-07-01
"633","Buenos Aires",4601,2020-07-01
"634","Buenos Aires",151,2020-07-01
"635","Buenos Aires",5578,2020-07-01
"636","Buenos Aires",116,2020-07-01
"637","Buenos Aires",24,2020-07-01
"638","Buenos Aires",16483,2020-07-01
"639","Buenos Aires",206,2020-07-01
"640","Buenos Aires",87,2020-07-01
"641","Buenos Aires",289,2020-07-01
"642","Buenos Aires",98,2020-07-01
"643","Buenos Aires",117,2020-07-01
"644","Buenos Aires",164,2020-07-01
"645","Buenos Aires",32,2020-07-01
"646","Buenos Aires",23,2020-07-01
"647","Buenos Aires",141,2020-07-01
"648","Buenos Aires",248,2020-07-01
"649","Buenos Aires",66,2020-07-01
"650","Buenos Aires",30,2020-07-01
"651","Buenos Aires",2411,2020-07-01
"652","Buenos Aires",1490,2020-07-01
"653","Buenos Aires",6214,2020-07-01
"654","Buenos Aires",1475,2020-07-01
"655","Buenos Aires",658,2020-07-01
"656","Buenos Aires",3276,2020-07-01
"657","Buenos Aires",141,2020-07-01
"658","Buenos Aires",1309,2020-07-01
"659","Buenos Aires",5,2020-07-01
"660","Buenos Aires",5115,2020-07-01
"661","Buenos Aires",21,2020-07-01
"662","Buenos Aires",9,2020-07-01
"663","Buenos Aires",68,2020-07-01
"664","Buenos Aires",135,2020-07-01
"665","Buenos Aires",15,2020-07-01
"666","Buenos Aires",3727,2020-07-01
"667","Buenos Aires",749,2020-07-01
"668","Buenos Aires",147,2020-07-01
"669","Buenos Aires",1587,2020-07-01
"670","Buenos Aires",1298,2020-07-01
"671","Buenos Aires",282,2020-08-01
"672","Buenos Aires",155,2020-08-01
"673","Buenos Aires",289,2020-08-01
"674","Buenos Aires",221,2020-08-01
"675","Buenos Aires",116,2020-08-01
"676","Buenos Aires",14809,2020-08-01
"677","Buenos Aires",137,2020-08-01
"678","Buenos Aires",9966,2020-08-01
"679","Buenos Aires",179,2020-08-01
"680","Buenos Aires",352,2020-08-01
"681","Buenos Aires",1218,2020-08-01
"682","Buenos Aires",191,2020-08-01
"683","Buenos Aires",504,2020-08-01
"684","Buenos Aires",81,2020-08-01
"685","Buenos Aires",11383,2020-08-01
"686","Buenos Aires",3440,2020-08-01
"687","Buenos Aires",121,2020-08-01
"688","Buenos Aires",297,2020-08-01
"689","Buenos Aires",519,2020-08-01
